"ITEX_name","GBIF_name","SCIENTIFIC_NAME","AUTHOR","STATUS","FAMILY","ACCEPTED_SPECIES","ACCEPTED_AUTHOR","n_sci","one_is_acc","all_unresolved","just_one_syn","one_is_un","non_vasc_typo","SPECIES_NAME","n_occ","N_all","N_bor_tund","N_tund"
"Hedysarum hedysaroides","Hedysarum hedysaroides","Hedysarum hedysaroides","sensu auct.","Misapplied","Leguminosae","Hedysarum branthii","Trautv. & C.A.Mey.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Hedysarum hedysaroides",15390,2889,2178,1643
"Hedysarum mackenziei","Hedysarum mackenziei","Hedysarum mackenziei","Richardson","Accepted","Leguminosae","Hedysarum mackenziei","Richardson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hedysarum mackenziei",70,NA,NA,NA
"Helictotrichon mortonianum","Helictotrichon mortonianum","Helictotrichon mortonianum","(Scribn.) Henrard","Accepted","Poaceae","Helictotrichon mortonianum","(Scribn.) Henrard",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Helictotrichon mortonianum",101,NA,NA,NA
"Helictotrichon tibeticum","Helictotrichon tibeticum","Helictotrichon tibeticum","(Roshev.) Keng f.","Accepted","Poaceae","Helictotrichon tibeticum","(Roshev.) Keng f.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Helictotrichon tibeticum",338,103,51,42
"Helictotrichon versicolor","Helictotrichon versicolor","Helictotrichon versicolor","(Vill.) Schult. & Schult.f.","Accepted","Poaceae","Helictotrichon versicolor","(Vill.) Schult. & Schult.f.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Helictotrichon versicolor",10,NA,NA,NA
"Helictotrichon versicolor","Helictotrichon versicolor","Helictotrichon versicolor","(Vill.) Pilg.","Unresolved","Poaceae","Helictotrichon versicolor","(Vill.) Pilg.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Helictotrichon versicolor",10,NA,NA,NA
"Heracleum moellendorffii var. subbipinnatum","Heracleum moellendorffii var. subbipinnatum","Heracleum moellendorffii var. subbipinnatum","(Franch.) Kitag.","Accepted","Apiaceae","Heracleum moellendorffii var. subbipinnatum","(Franch.) Kitag.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Heracleum moellendorffii var. subbipinnatum",77,NA,NA,NA
"Hieracium alpinum","Hieracium alpinum","Hieracium alpinum","L.","Accepted","Compositae","Hieracium alpinum","L.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Hieracium alpinum",13725,3893,3275,2166
"Hieracium alpinum","Hieracium alpinum","Hieracium alpinum","Vill. ex Fr.","Unresolved","Compositae","Hieracium alpinum","Vill. ex Fr.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Hieracium alpinum",13725,3893,3275,2166
"Hieracium alpinum","Hieracium alpinum","Hieracium alpinum","Hoppe","Unresolved","Compositae","Hieracium alpinum","Hoppe",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Hieracium alpinum",13725,3893,3275,2166
"Hieracium alpinum","Hieracium alpinum","Hieracium alpinum","Lucé","Unresolved","Compositae","Hieracium alpinum","Lucé",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Hieracium alpinum",13725,3893,3275,2166
"Hieracium alpinum","Hieracium alpinum","Hieracium alpinum","Pall.","Unresolved","Compositae","Hieracium alpinum","Pall.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Hieracium alpinum",13725,3893,3275,2166
"Hieracium alpinum","Hieracium alpinum","Hieracium alpinum","All.","Unresolved","Compositae","Hieracium alpinum","All.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Hieracium alpinum",13725,3893,3275,2166
"Hieracium froelichianum","Hieracium froelichianum","Hieracium froelichianum","H.Buek","Accepted","Compositae","Hieracium froelichianum","H.Buek",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hieracium froelichianum",512,209,128,76
"Hieracium triste","Hieracium triste","Hieracium gracile","(Lindeb.) lindeberg ex Omang","Synonym","Compositae","Hieracium graciliusculum","(Zahn) Omang",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Hieracium triste",1979,1476,1270,601
"Hieracium triste","Hieracium triste","Hieracium gracile","Hook.","Synonym","Compositae","Hieracium triste","Willd. ex Spreng.",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Hieracium triste",1979,1476,1270,601
"Hieracium triste","Hieracium triste","Hieracium gracile","Froel.","Synonym","Compositae","Hieracium froelichianum","H.Buek",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Hieracium triste",1979,1476,1270,601
"Hieracium umbellatum","Hieracium umbellatum","Hieracium umbellatum","L.","Accepted","Compositae","Hieracium umbellatum","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Hieracium umbellatum",198262,6698,330,7
"Hieracium umbellatum","Hieracium umbellatum","Hieracium umbellatum","(Üksip) Tzvelev","Synonym","Compositae","Hieracium umbellatum subsp. filifolium","(Üksip) Tzvelev",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Hieracium umbellatum",198262,6698,330,7
"Hierochloe alpina","Hierochloe alpina","Hierochloe alpina","(Sw.) Roem. & Schult.","Accepted","Poaceae","Hierochloe alpina","(Sw.) Roem. & Schult.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hierochloe alpina",3133,1428,1364,919
"Hierochloe odorata","Hierochloe odorata","Hierochloe odorata","(L.) P.Beauv.","Accepted","Poaceae","Hierochloe odorata","(L.) P.Beauv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hierochloe odorata",14129,5398,2049,582
"Hierochloe pauciflora","Hierochloe pauciflora","Hierochloe pauciflora","R.Br.","Accepted","Poaceae","Hierochloe pauciflora","R.Br.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hierochloe pauciflora",384,111,108,96
"Hippuris vulgaris","Hippuris vulgaris","Hippuris vulgaris","L.","Accepted","Plantaginaceae","Hippuris vulgaris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hippuris vulgaris",65535,5022,868,138
"Homogyne alpina","Homogyne alpina","Homogyne alpina","(L.) Cass.","Accepted","Compositae","Homogyne alpina","(L.) Cass.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Homogyne alpina",77602,4361,2386,1748
"Huperzia selago","Huperzia selago","Huperzia selago","(L.) Bernh. ex Schrank & Mart.","Accepted","Lycopodiaceae","Huperzia selago","(L.) Bernh. ex Schrank & Mart.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Huperzia selago",33793,7290,4373,2357
"Hylocomium pyrenaicum","Hylocomium pyrenaicum","Hylocomium pyrenaicum","(Spruce) Lindb.","Accepted","Hylocomiaceae","Hylocomium pyrenaicum","(Spruce) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hylocomium pyrenaicum",860,403,195,110
"Hylocomium splendens","Hylocomium splendens","Hylocomium splendens","(Hedw.) Schimp.","Accepted","Hylocomiaceae","Hylocomium splendens","(Hedw.) Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hylocomium splendens",167190,7606,687,107
"Hymenoxys grandiflora","Hymenoxys grandiflora","Hymenoxys grandiflora","(Torr. & A.Gray ex Torr. & A.Gray) K.F.Parker","Accepted","Compositae","Hymenoxys grandiflora","(Torr. & A.Gray ex Torr. & A.Gray) K.F.Parker",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hymenoxys grandiflora",1975,1012,959,687
"Hypnum bambergeri","Hypnum bambergeri","Hypnum bambergeri","Schimp.","Accepted","Hypnaceae","Hypnum bambergeri","Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hypnum bambergeri",1248,582,485,321
"Hypnum cupressiforme","Hypnum cupressiforme","Hypnum cupressiforme","Hedw.","Accepted","Hypnaceae","Hypnum cupressiforme","Hedw.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hypnum cupressiforme",268369,5372,29,4
"Hypnum hamulosum","Hypnum hamulosum Schimp.","Hypnum hamulosum","Schimp.","Accepted","Hypnaceae","Hypnum hamulosum","Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hypnum hamulosum",0,233,187,110
"Hypnum procerrimum","Hypnum procerrimum","Hypnum procerrimum","Molendo","Accepted","Hypnaceae","Hypnum procerrimum","Molendo",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hypnum procerrimum",153,NA,NA,NA
"Hypnum revolutum","Hypnum revolutum (Mitt.) Lindb.","Hypnum revolutum","(Mitt.) Lindb.","Accepted","Hypnaceae","Hypnum revolutum","(Mitt.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Hypnum revolutum",0,1577,968,588
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","L.","Unresolved","Compositae","Hypochaeris radicata","L.",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Hypochaeris radicata",737495,5230,42,35
"Iranecio taraxacifolius","Iranecio taraxacifolius","Senecio taraxacifolius","(M.Bieb.) DC.","Synonym","Compositae","Iranecio taraxacifolius","(M.Bieb.) C.Jeffrey",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Iranecio taraxacifolius",16,NA,NA,NA
"Iris potaninii","Iris potaninii","Iris potaninii","Maxim.","Accepted","Iridaceae","Iris potaninii","Maxim.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Iris potaninii",508,352,237,94
"Isopterygiopsis pulchella","Isopterygiopsis pulchella","Isopterygiopsis pulchella","(Hedw.) Z. Iwats.","Accepted","Plagiotheciaceae","Isopterygiopsis pulchella","(Hedw.) Z. Iwats.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Isopterygiopsis pulchella",4929,2988,1347,677
"Juncus albescens","Juncus albescens","Juncus albescens","Satake","Synonym","Juncaceae","Juncus concinnus","D.Don",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Juncus albescens",1218,812,777,521
"Juncus albescens","Juncus albescens","Juncus albescens","(Lange) Fernald","Synonym","Juncaceae","Juncus triglumis subsp. albescens","(Lange) Hultén",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Juncus albescens",1218,812,777,521
"Juncus alpinoarticulatus","Juncus alpinoarticulatus","Juncus alpinoarticulatus","Chaix","Accepted","Juncaceae","Juncus alpinoarticulatus","Chaix",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus alpinoarticulatus",78366,6908,2268,574
"Juncus arcticus","Juncus arcticus","Juncus arcticus","Willd.","Accepted","Juncaceae","Juncus arcticus","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus arcticus",10575,5031,3976,1936
"Juncus beringensis","Juncus beringensis","Juncus beringensis","Buchenau","Accepted","Juncaceae","Juncus beringensis","Buchenau",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus beringensis",292,106,87,39
"Juncus biglumis","Juncus biglumis","Juncus biglumis","L.","Accepted","Juncaceae","Juncus biglumis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus biglumis",12469,7621,7024,3970
"Juncus castaneus","Juncus castaneus","Juncus castaneus","Sm.","Accepted","Juncaceae","Juncus castaneus","Sm.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus castaneus",8663,5350,4858,2255
"Juncus castaneus","Juncus castaneus","Juncus castaneus","Clairv.","Synonym","Juncaceae","Juncus jacquinii","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus castaneus",8663,5350,4858,2255
"Juncus drummondii","Juncus drummondii","Juncus drummondii","E.Mey.","Accepted","Juncaceae","Juncus drummondii","E.Mey.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus drummondii",2191,1552,1355,641
"Juncus filiformis","Juncus filiformis","Juncus filiformis","L.","Accepted","Juncaceae","Juncus filiformis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus filiformis",128174,7671,2550,486
"Juncus trifidus","Juncus trifidus","Juncus trifidus","L.","Accepted","Juncaceae","Juncus trifidus","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus trifidus",38503,4987,4561,2840
"Juncus triglumis","Juncus triglumis","Juncus triglumis","L.","Accepted","Juncaceae","Juncus triglumis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juncus triglumis",21136,4701,4094,2252
"Juniperus communis","Juniperus communis","Juniperus communis","L.","Accepted","Cupressaceae","Juniperus communis","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Juniperus communis",669556,6948,1444,356
"Juniperus communis","Juniperus communis","Juniperus communis","Thunb.","Synonym","Cupressaceae","Juniperus rigida","Siebold & Zucc.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Juniperus communis",669556,6948,1444,356
"Juniperus communis var. saxatilis","Juniperus communis var. saxatilis","Juniperus communis var. saxatilis","Pall.","Accepted","Cupressaceae","Juniperus communis var. saxatilis","Pall.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Juniperus communis var. saxatilis",76003,4868,3310,1741
"Kiaeria glacialis","Kiaeria glacialis","Kiaeria glacialis","(Berggr.) I. Hagen","Accepted","Dicranaceae","Kiaeria glacialis","(Berggr.) I. Hagen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kiaeria glacialis",1236,662,592,403
"Kiaeria starkei","Kiaeria starkei","Kiaeria starkei","(F. Weber & D. Mohr) I. Hagen","Accepted","Dicranaceae","Kiaeria starkei","(F. Weber & D. Mohr) I. Hagen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kiaeria starkei",3500,1840,1486,887
"Kobresia capillifolia","Kobresia capillifolia","Kobresia capillifolia","(Decne.) C.B.Clarke","Accepted","Cyperaceae","Kobresia capillifolia","(Decne.) C.B.Clarke",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kobresia capillifolia",673,234,175,155
"Kobresia humilis","Kobresia humilis","Kobresia humilis","(C.A.Mey. ex Trautv.) Serg.","Accepted","Cyperaceae","Kobresia humilis","(C.A.Mey. ex Trautv.) Serg.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kobresia humilis",279,106,57,44
"Kobresia myosuroides","Kobresia myosuroides","Kobresia myosuroides","(Vill.) Fiori","Accepted","Cyperaceae","Kobresia myosuroides","(Vill.) Fiori",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kobresia myosuroides",10123,4660,3883,2449
"Kobresia myosuroides","Kobresia myosuroides","Elyna myosuroides","(Vill.) Fritsch ex Janch.","Synonym","Cyperaceae","Kobresia myosuroides","(Vill.) Fiori",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Kobresia myosuroides",10123,4660,3883,2449
"Kobresia myosuroides","Kobresia myosuroides","Elyna myosuroides","Fritsch","Synonym","Cyperaceae","Kobresia myosuroides","(Vill.) Fiori",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Kobresia myosuroides",10123,4660,3883,2449
"Kobresia sibirica","Kobresia sibirica","Kobresia sibirica","(Turcz.) Boeckeler","Accepted","Cyperaceae","Kobresia sibirica","(Turcz.) Boeckeler",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kobresia sibirica",236,146,138,112
"Kobresia simpliciuscula","Kobresia simpliciuscula","Kobresia simpliciuscula","(Wahlenb.) Mack.","Accepted","Cyperaceae","Kobresia simpliciuscula","(Wahlenb.) Mack.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Kobresia simpliciuscula",3618,1300,1112,761
"Koeleria asiatica","Koeleria asiatica","Koeleria asiatica","Domin","Accepted","Poaceae","Koeleria asiatica","Domin",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Koeleria asiatica",733,420,383,265
"Koeleria pyramidata","Koeleria pyramidata","Koeleria cristata","Griseb.","Synonym","Poaceae","Koeleria micrathera","(Desv.) Griseb.",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Koeleria pyramidata",73832,4265,196,84
"Koeleria pyramidata","Koeleria pyramidata","Koeleria cristata","Pers.","Synonym","Poaceae","Koeleria pyramidata","(Lam.) P.Beauv.",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Koeleria pyramidata",73832,4265,196,84
"Koeleria pyramidata","Koeleria pyramidata","Koeleria cristata","(L.) Bertol.","Synonym","Poaceae","Rostraria cristata","(L.) Tzvelev",3,FALSE,FALSE,FALSE,FALSE,FALSE,"Koeleria pyramidata",73832,4265,196,84
"Koenigia islandica","Koenigia islandica","Koenigia islandica","L.","Accepted","Polygonaceae","Koenigia islandica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Koenigia islandica",6396,3590,3019,2111
"Kunzea ericifolia","Kunzea ericifolia","Kunzea ericifolia","(Sm.) Heynh.","Accepted","Myrtaceae","Kunzea ericifolia","(Sm.) Heynh.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Kunzea ericifolia",204,143,0,0
"Kunzea ericifolia","Kunzea ericifolia","Kunzea ericifolia","F.Muell.","Synonym","Myrtaceae","Kunzea muelleri","Benth.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Kunzea ericifolia",204,143,0,0
"Lactuca racemosa","Lactuca racemosa","Cicerbita racemosa","(Willd.) Beauverd","Synonym","Compositae","Lactuca racemosa","Willd.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Lactuca racemosa",284,199,96,49
"Lagotis minor","Lagotis minor","Lagotis glauca","Gaertn.","Synonym","Plantaginaceae","Lagotis minor","(Willd.) Standl.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Lagotis minor",712,301,271,205
"Lagotis minor","Lagotis minor","Lagotis minor","(Willd.) Standl.","Accepted","Plantaginaceae","Lagotis minor","(Willd.) Standl.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lagotis minor",712,301,271,205
"Lancea tibetica","Lancea tibetica","Lancea tibetica","Hook. f. & Thomson","Accepted","Phrymaceae","Lancea tibetica","Hook. f. & Thomson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lancea tibetica",766,313,160,123
"Ledum decumbens","Ledum decumbens","Ledum decumbens","Small","Accepted","Ericaceae","Ledum decumbens","Small",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Ledum decumbens",621,NA,NA,NA
"Ledum decumbens","Ledum decumbens","Ledum decumbens","(Aiton) Lodd. ex Steud.","Synonym","Ericaceae","Ledum palustre subsp. decumbens","(Aiton) Hultén",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Ledum decumbens",621,NA,NA,NA
"Ledum palustre","Ledum palustre L.","Ledum palustre","L.","Accepted","Ericaceae","Ledum palustre","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ledum palustre",8347,1570,240,53
"Ledum palustre subsp. decumbens","Ledum palustre subsp. decumbens","Ledum palustre subsp. decumbens","(Aiton) Hultén","Accepted","Ericaceae","Ledum palustre subsp. decumbens","(Aiton) Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ledum palustre subsp. decumbens",618,386,366,188
"Ledum palustre subsp. groenlandicum","Ledum palustre subsp. groenlandicum","Ledum palustre subsp. groenlandicum","(Oeder) Hultén","Accepted","Ericaceae","Ledum palustre subsp. groenlandicum","(Oeder) Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ledum palustre subsp. groenlandicum",171,NA,NA,NA
"Leiocolea heterocolpos","Leiocolea heterocolpos","Leiocolea heterocolpos","(Thed.) H. Buch","Accepted","Jungermanniaceae","Leiocolea heterocolpos","(Thed.) H. Buch",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Leiocolea heterocolpos",686,345,184,88
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","L.","Accepted","Compositae","Leontodon hispidus","L.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Leontodon hispidus",292336,5223,639,477
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Cav.","Unresolved","Compositae","Leontodon hispidus","Cav.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Leontodon hispidus",292336,5223,639,477
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Pollich","Unresolved","Compositae","Leontodon hispidus","Pollich",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Leontodon hispidus",292336,5223,639,477
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Coss. & Bourg. ex Willk. & Lange","Unresolved","Compositae","Leontodon hispidus","Coss. & Bourg. ex Willk. & Lange",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Leontodon hispidus",292336,5223,639,477
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Scop.","Unresolved","Compositae","Leontodon hispidus","Scop.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Leontodon hispidus",292336,5223,639,477
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Vand.","Unresolved","Compositae","Leontodon hispidus","Vand.",6,TRUE,FALSE,FALSE,TRUE,FALSE,"Leontodon hispidus",292336,5223,639,477
"Leontopodium nanum","Leontopodium nanum","Leontopodium nanum","(Hook.f. & Thomson ex Hook.f. & Thomson) Hand.-Mazz.","Accepted","Compositae","Leontopodium nanum","(Hook.f. & Thomson ex Hook.f. & Thomson) Hand.-Mazz.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Leontopodium nanum",399,150,91,72
"Leptorhynchos squamatus","Leptorhynchos squamatus","Leptorhynchos squamatus","(Labill.) Less.","Accepted","Compositae","Leptorhynchos squamatus","(Labill.) Less.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Leptorhynchos squamatus",11588,5984,334,201
"Lesquerella arctica","Lesquerella arctica","Lesquerella arctica","(Wormsk. ex Hornem.) S.Watson","Accepted","Brassicaceae","Lesquerella arctica","(Wormsk. ex Hornem.) S.Watson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lesquerella arctica",411,235,212,133
"Leucanthemopsis alpina","Leucanthemopsis alpina","Leucanthemopsis alpina","(L.) Heywood","Accepted","Compositae","Leucanthemopsis alpina","(L.) Heywood",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Leucanthemopsis alpina",30189,3595,3204,2725
"Leucanthemum halleri","Leucanthemum halleri","Leucanthemum halleri","Ducommun","Accepted","Compositae","Leucanthemum halleri","Ducommun",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Leucanthemum halleri",2743,684,400,318
"Leucanthemum halleri","Leucanthemum halleri","Leucanthemum halleri","(Suter) Polatschek","Unresolved","Compositae","Leucanthemum halleri","(Suter) Polatschek",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Leucanthemum halleri",2743,684,400,318
"Lewisia pygmaea","Lewisia pygmaea","Lewisia pygmaea","(A. Gray) B.L. Rob.","Accepted","Montiaceae","Lewisia pygmaea","(A. Gray) B.L. Rob.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lewisia pygmaea",1863,1445,1146,432
"Leymus arenarius","Leymus arenarius","Elymus arenarius","L.","Synonym","Poaceae","Leymus arenarius","(L.) Hochst.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Leymus arenarius",58733,4012,516,84
"Leymus arenarius","Leymus arenarius","Elymus arenarius","S.G.Gmel.","Synonym","Poaceae","Leymus racemosus","(Lam.) Tzvelev",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Leymus arenarius",58733,4012,516,84
"Leymus mollis","Leymus mollis","Leymus mollis","(Trin.) Pilg.","Accepted","Poaceae","Leymus mollis","(Trin.) Pilg.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Leymus mollis",6147,2711,769,404
"Ligularia jamesii","Ligularia jamesii","Ligularia jamesii","(Hemsl.) Kom.","Accepted","Compositae","Ligularia jamesii","(Hemsl.) Kom.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ligularia jamesii",110,NA,NA,NA
"Ligularia virgaurea","Ligularia virgaurea","Ligularia virgaurea","(Maxim.) Mattf. ex Rehder & Kobuski","Accepted","Compositae","Ligularia virgaurea","(Maxim.) Mattf. ex Rehder & Kobuski",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ligularia virgaurea",510,173,93,80
"Ligusticum filicinum","Ligusticum filicinum","Ligusticum filicinum","S. Watson","Accepted","Apiaceae","Ligusticum filicinum","S. Watson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ligusticum filicinum",303,223,127,9
"Ligusticum mutellinoides","Ligusticum mutellinoides","Ligusticum mutellinoides","Vill.","Accepted","Apiaceae","Ligusticum mutellinoides","Vill.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ligusticum mutellinoides",2980,574,483,443
"Ligusticum tachiroei","Ligusticum tachiroei","Ligusticum tachiroei","(Franch. & Sav.) M. Hiroe & Constance","Accepted","Apiaceae","Ligusticum tachiroei","(Franch. & Sav.) M. Hiroe & Constance",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ligusticum tachiroei",165,NA,NA,NA
"Linnaea borealis","Linnaea borealis","Linnaea borealis","L.","Accepted","Caprifoliaceae","Linnaea borealis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Linnaea borealis",127363,7139,1487,126
"Linum catharticum","Linum catharticum","Linum catharticum","L.","Accepted","Linaceae","Linum catharticum","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Linum catharticum",280476,5174,377,224
"Loeskypnum badium","Loeskypnum badium","Loeskypnum badium","(Hartm.) H.K.G. Paul","Accepted","Amblystegiaceae","Loeskypnum badium","(Hartm.) H.K.G. Paul",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Loeskypnum badium",6577,3732,2666,498
"Loiseleuria procumbens","Loiseleuria procumbens","Loiseleuria procumbens","(L.) Loisel.","Accepted","Ericaceae","Loiseleuria procumbens","(L.) Loisel.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Loiseleuria procumbens",12851,4437,3665,2148
"Loiseleuria procumbens","Loiseleuria procumbens","Loiseleuria procumbens","(L.) Desv.","Synonym","Ericaceae","Loiseleuria procumbens","(L.) Loisel.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Loiseleuria procumbens",12851,4437,3665,2148
"Lomatogonium carinthiacum","Lomatogonium carinthiacum","Lomatogonium carinthiacum","(Wulfen) A.Braun","Accepted","Gentianaceae","Lomatogonium carinthiacum","(Wulfen) A.Braun",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lomatogonium carinthiacum",1645,716,584,437
"Lophozia grandiretis","Lophozia grandiretis","Lophozia grandiretis","(Lindb.) Schiffner","Accepted","Jungermanniaceae","Lophozia grandiretis","(Lindb.) Schiffner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lophozia grandiretis",138,NA,NA,NA
"Lophozia jurensis","Lophozia jurensis","Lophozia jurensis","Meyl. ex K. Müller","Accepted","Jungermanniaceae","Lophozia jurensis","Meyl. ex K. Müller",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lophozia jurensis",3,NA,NA,NA
"Lophozia serpens","Lophozia serpens","Lophozia serpens","Spruce","Accepted","Jungermanniaceae","Lophozia serpens","Spruce",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lophozia serpens",0,NA,NA,NA
"Lophozia wenzelii","Lophozia wenzelii","Lophozia wenzelii","(Nees) Stephani","Accepted","Jungermanniaceae","Lophozia wenzelii","(Nees) Stephani",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lophozia wenzelii",2654,1334,964,554
"Lotus corniculatus","Lotus corniculatus","Lotus corniculatus","L.","Accepted","Leguminosae","Lotus corniculatus","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Lotus corniculatus",889252,7308,93,50
"Luetkea pectinata","Luetkea pectinata","Luetkea pectinata","(Pursh) Kuntze","Accepted","Rosaceae","Luetkea pectinata","(Pursh) Kuntze",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Luetkea pectinata",5119,2514,2116,795
