"ITEX_name","GBIF_name","SCIENTIFIC_NAME","AUTHOR","STATUS","FAMILY","ACCEPTED_SPECIES","ACCEPTED_AUTHOR","n_sci","one_is_acc","all_unresolved","just_one_syn","one_is_un","non_vasc_typo","SPECIES_NAME","n_occ","N_all","N_bor_tund","N_tund"
"Primula scandinavica","Primula scandinavica","Primula scandinavica","Brunn","Accepted","Primulaceae","Primula scandinavica","Brunn",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Primula scandinavica",4361,1952,1630,663
"Prostanthera cuneata","Prostanthera cuneata","Prostanthera cuneata","Benth.","Accepted","Lamiaceae","Prostanthera cuneata","Benth.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Prostanthera cuneata",1653,518,202,10
"Prunella vulgaris","Prunella vulgaris","Prunella vulgaris","L.","Accepted","Lamiaceae","Prunella vulgaris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Prunella vulgaris",892719,7642,49,17
"Psephellus caucasicus","Psephellus caucasicus","Aetheopappus caucasicus","Sosn.","Synonym","Compositae","Psephellus caucasicus","(Sosn.) Greuter",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Psephellus caucasicus",154,NA,NA,NA
"Pseudocalliergon brevifolium","Pseudocalliergon brevifolium","Pseudocalliergon brevifolium","(Lindb.) Hedenäs","Accepted","Amblystegiaceae","Pseudocalliergon brevifolium","(Lindb.) Hedenäs",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pseudocalliergon brevifolium",91,NA,NA,NA
"Pseudocalliergon trifarium","Pseudocalliergon trifarium","Pseudocalliergon trifarium","(F. Weber & D. Mohr) Loeske","Accepted","Amblystegiaceae","Pseudocalliergon trifarium","(F. Weber & D. Mohr) Loeske",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pseudocalliergon trifarium",561,200,106,55
"Pseudorchis albida","Pseudorchis albida","Pseudorchis albida","(L.) Á.Löve & D.Löve","Accepted","Orchidaceae","Pseudorchis albida","(L.) Á.Löve & D.Löve",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pseudorchis albida",39284,4052,2835,1959
"Ptilagrostis malyschevii","Ptilagrostis malyschevii","Ptilagrostis mongholica var. barbellata","(Roshev.) Roshev.","Unresolved","Poaceae","Ptilagrostis malyschevii","Tzvelev",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Ptilagrostis malyschevii",39,NA,NA,NA
"Ptilidium ciliare","Ptilidium ciliare","Ptilidium ciliare","(L.) Hampe","Accepted","Ptilidiaceae","Ptilidium ciliare","(L.) Hampe",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ptilidium ciliare",25082,7316,1528,484
"Ptilium crista-castrensis","Ptilium crista-castrensis","Ptilium crista-castrensis","(Hedw.) De Not.","Accepted","Hypnaceae","Ptilium crista-castrensis","(Hedw.) De Not.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ptilium crista-castrensis",37039,8061,1123,43
"Ptychostomum capillare","Ptychostomum capillare","Ptychostomum capillare","(Hedw.) D. T. Holyoak & N. Pedersen","Accepted","Bryaceae","Ptychostomum capillare","(Hedw.) D. T. Holyoak & N. Pedersen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ptychostomum capillare",18089,6665,97,24
"Ptychostomum pendulum","Ptychostomum pendulum","Ptychostomum pendulum","Hornsch.","Accepted","Bryaceae","Ptychostomum pendulum","Hornsch.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ptychostomum pendulum",79,NA,NA,NA
"Puccinellia phryganodes","Puccinellia phryganodes","Puccinellia phryganodes","(Trin.) Scribn. & Merr.","Accepted","Poaceae","Puccinellia phryganodes","(Trin.) Scribn. & Merr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Puccinellia phryganodes",2075,730,696,496
"Pyrola grandiflora","Pyrola grandiflora","Pyrola grandiflora","Radius","Accepted","Ericaceae","Pyrola grandiflora","Radius",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pyrola grandiflora",2673,1812,1701,1035
"Pyrola minor","Pyrola minor","Pyrola minor","L.","Accepted","Ericaceae","Pyrola minor","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pyrola minor",98423,7696,2913,995
"Pyrola norvegica","Pyrola norvegica","Pyrola norvegica","Knaben","Accepted","Ericaceae","Pyrola norvegica","Knaben",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Pyrola norvegica",184,141,128,39
"Pyrola norvegica","Pyrola norvegica","Pyrola norvegica","Knab.","Unresolved","Ericaceae","Pyrola norvegica","Knab.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Pyrola norvegica",184,141,128,39
"Pyrola rotundifolia","Pyrola rotundifolia","Pyrola rotundifolia","L.","Accepted","Ericaceae","Pyrola rotundifolia","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Pyrola rotundifolia",87432,5442,1121,348
"Racomitrium lanuginosum","Racomitrium lanuginosum","Racomitrium lanuginosum","(Hedw.) Brid.","Accepted","Grimmiaceae","Racomitrium lanuginosum","(Hedw.) Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Racomitrium lanuginosum",35020,6965,1513,781
"Radula prolifera","Radula prolifera","Radula prolifera","S.W. Arnell","Accepted","Radulaceae","Radula prolifera","S.W. Arnell",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Radula prolifera",437,130,124,93
"Ranunculus acris","Ranunculus acris","Ranunculus acris","L.","Accepted","Ranunculaceae","Ranunculus acris","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus acris",1040529,4834,38,22
"Ranunculus adoneus","Ranunculus adoneus","Ranunculus adoneus","A. Gray","Accepted","Ranunculaceae","Ranunculus adoneus","A. Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus adoneus",518,334,318,152
"Ranunculus borealis","Ranunculus borealis","Ranunculus borealis","Trautv.","Accepted","Ranunculaceae","Ranunculus borealis","Trautv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus borealis",384,144,100,11
"Ranunculus brotherusii","Ranunculus brotherusii","Ranunculus brotherusii","Freyn","Accepted","Ranunculaceae","Ranunculus brotherusii","Freyn",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus brotherusii",1308,359,143,126
"Ranunculus hyperboreus","Ranunculus hyperboreus","Ranunculus hyperboreus","Rottb.","Accepted","Ranunculaceae","Ranunculus hyperboreus","Rottb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus hyperboreus",5290,3160,2907,1212
"Ranunculus montanus","Ranunculus montanus","Ranunculus montanus","Willd.","Accepted","Ranunculaceae","Ranunculus montanus","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus montanus",19961,3159,1263,942
"Ranunculus nivalis","Ranunculus nivalis","Ranunculus nivalis","L.","Accepted","Ranunculaceae","Ranunculus nivalis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus nivalis",6129,3631,3594,3176
"Ranunculus oreophilus","Ranunculus oreophilus","Ranunculus oreophilus","M.Bieb.","Accepted","Ranunculaceae","Ranunculus oreophilus","M.Bieb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus oreophilus",67,NA,NA,NA
"Ranunculus paishanensis","Ranunculus paishanensis","Ranunculus japonicus var. monticola","Kitag.","Unresolved","Ranunculaceae","Ranunculus acris var. monticola","(Kitag.) Tamura",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Ranunculus paishanensis",383,179,42,12
"Ranunculus pedatifidus subsp. affinis","Ranunculus pedatifidus subsp. affinis","Ranunculus pedatifidus subsp. affinis","(R.Br.) Hultén","Accepted","Ranunculaceae","Ranunculus pedatifidus subsp. affinis","(R.Br.) Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus pedatifidus subsp. affinis",126,NA,NA,NA
"Ranunculus pulchellus","Ranunculus pulchellus","Ranunculus pulchellus","C.A.Mey.","Accepted","Ranunculaceae","Ranunculus pulchellus","C.A.Mey.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus pulchellus",463,310,250,180
"Ranunculus pygmaeus","Ranunculus pygmaeus","Ranunculus pygmaeus","Wahlenb.","Accepted","Ranunculaceae","Ranunculus pygmaeus","Wahlenb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus pygmaeus",7958,4714,4291,3414
"Ranunculus sulphureus","Ranunculus sulphureus","Ranunculus sulphureus","Sol.","Accepted","Ranunculaceae","Ranunculus sulphureus","Sol.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ranunculus sulphureus",2594,1460,1445,1298
"Ranunculus victoriensis","Ranunculus victoriensis","Ranunculus victoriensis","B.G.Briggs","Unresolved","Ranunculaceae","Ranunculus victoriensis","B.G.Briggs",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Ranunculus victoriensis",642,152,78,0
"Rhinanthus minor","Rhinanthus minor","Rhinanthus minor","L.","Accepted","Orobanchaceae","Rhinanthus minor","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhinanthus minor",251363,5920,665,112
"Rhizomnium andrewsianum","Rhizomnium andrewsianum","Rhizomnium andrewsianum","(Steere) T.J. Kop.","Accepted","Mniaceae","Rhizomnium andrewsianum","(Steere) T.J. Kop.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhizomnium andrewsianum",471,238,215,136
"Rhizomnium pseudopunctatum","Rhizomnium pseudopunctatum","Rhizomnium pseudopunctatum","(Bruch & Schimp.) T.J. Kop.","Accepted","Mniaceae","Rhizomnium pseudopunctatum","(Bruch & Schimp.) T.J. Kop.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhizomnium pseudopunctatum",8586,5686,3087,581
"Rhodiola cretinii subsp. sinoalpina","Rhodiola cretinii subsp. sinoalpina","Rhodiola cretinii subsp. sinoalpina","(Fröd. ex Hand.-Mazz.) H. Ohba","Accepted","Crassulaceae","Rhodiola cretinii subsp. sinoalpina","(Fröd. ex Hand.-Mazz.) H. Ohba",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhodiola cretinii subsp. sinoalpina",44,NA,NA,NA
"Rhodiola integrifolia","Rhodiola integrifolia","Rhodiola integrifolia","Raf.","Accepted","Crassulaceae","Rhodiola integrifolia","Raf.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhodiola integrifolia",5832,3377,3100,1875
"Rhodiola rhodantha","Rhodiola rhodantha","Rhodiola rhodantha","(A. Gray) H. Jacobsen","Accepted","Crassulaceae","Rhodiola rhodantha","(A. Gray) H. Jacobsen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhodiola rhodantha",2219,1341,1235,653
"Rhododendron aureum","Rhododendron aureum","Rhododendron aureum","Georgi","Accepted","Ericaceae","Rhododendron aureum","Georgi",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhododendron aureum",2913,1558,1361,521
"Rhododendron camtschaticum","Rhododendron camtschaticum","Rhododendron camtschaticum","Pall.","Accepted","Ericaceae","Rhododendron camtschaticum","Pall.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhododendron camtschaticum",1080,489,439,250
"Rhododendron ferrugineum","Rhododendron ferrugineum","Rhododendron ferrugineum","L.","Accepted","Ericaceae","Rhododendron ferrugineum","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhododendron ferrugineum",89033,5842,3956,2703
"Rhododendron lapponicum","Rhododendron lapponicum","Rhododendron lapponicum","(L.) Wahlenb.","Accepted","Ericaceae","Rhododendron lapponicum","(L.) Wahlenb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhododendron lapponicum",5412,2664,2403,1555
"Rhytidiadelphus loreus","Rhytidiadelphus loreus","Rhytidiadelphus loreus","(Hedw.) Warnst.","Accepted","Hylocomiaceae","Rhytidiadelphus loreus","(Hedw.) Warnst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhytidiadelphus loreus",56286,6607,384,45
"Rhytidiadelphus squarrosus","Rhytidiadelphus squarrosus","Rhytidiadelphus squarrosus","(Hedw.) Warnst.","Accepted","Hylocomiaceae","Rhytidiadelphus squarrosus","(Hedw.) Warnst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhytidiadelphus squarrosus",167389,5868,85,33
"Rhytidium rugosum","Rhytidium rugosum","Rhytidium rugosum","(Ehrh. ex Hedw.) Kindb.","Accepted","Hylocomiaceae","Rhytidium rugosum","(Ehrh. ex Hedw.) Kindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rhytidium rugosum",12855,5560,1967,933
"Riccardia palmata","Riccardia palmata","Riccardia palmata","(Hedw.) Carruth.","Accepted","Aneuraceae","Riccardia palmata","(Hedw.) Carruth.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Riccardia palmata",7882,4759,410,72
"Rubus arcticus","Rubus arcticus","Rubus arcticus","L.","Accepted","Rosaceae","Rubus arcticus","L.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Rubus arcticus",43819,7565,3995,384
"Rubus arcticus","Rubus arcticus","Rubus arcticus","Card","Unresolved","Rosaceae","Rubus arcticus","Card",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Rubus arcticus",43819,7565,3995,384
"Rubus chamaemorus","Rubus chamaemorus","Rubus chamaemorus","L.","Accepted","Rosaceae","Rubus chamaemorus","L.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Rubus chamaemorus",111131,7073,3606,574
"Rubus chamaemorus","Rubus chamaemorus","Rubus chamaemorus","Fisch. ex Ser.","Unresolved","Rosaceae","Rubus chamaemorus","Fisch. ex Ser.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Rubus chamaemorus",111131,7073,3606,574
"Rumex acetosa","Rumex acetosa","Rumex acetosa","L.","Accepted","Polygonaceae","Rumex acetosa","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rumex acetosa",1018231,5125,74,43
"Rumex acetosella","Rumex acetosella","Rumex acetosella","L.","Accepted","Polygonaceae","Rumex acetosella","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rumex acetosella",612120,5808,241,72
"Rumex alpestris","Rumex alpestris","Rumex alpestris","Jacq.","Accepted","Polygonaceae","Rumex alpestris","Jacq.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rumex alpestris",13221,2303,1090,756
"Rumex alpestris subsp. lapponicus","Rumex alpestris subsp. lapponicus","Rumex alpestris subsp. lapponicus","(Hiitonen) Jalas","Accepted","Polygonaceae","Rumex alpestris subsp. lapponicus","(Hiitonen) Jalas",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Rumex alpestris subsp. lapponicus",219,144,108,44
"Rumex arcticus","Rumex arcticus","Rumex arcticus","Trautv.","Synonym","Polygonaceae","Rumex aquaticus subsp. arcticus","(Trautv.) Hiitonen",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Rumex arcticus",1294,754,720,428
"Saelania glaucescens","Saelania glaucescens","Saelania glaucescens","(Hedw.) Broth.","Accepted","Ditrichaceae","Saelania glaucescens","(Hedw.) Broth.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saelania glaucescens",3435,1893,925,421
"Sagina caespitosa","Sagina caespitosa","Sagina caespitosa","Lange","Accepted","Caryophyllaceae","Sagina caespitosa","Lange",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina caespitosa",1106,427,412,366
"Sagina nivalis","Sagina nivalis","Sagina intermedia","Fenzl","Synonym","Caryophyllaceae","Sagina nivalis","(Lindblad) Fr.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Sagina nivalis",4854,3068,2630,2076
"Sagina nivalis","Sagina nivalis","Sagina nivalis","(Lindblad) Fr.","Accepted","Caryophyllaceae","Sagina nivalis","(Lindblad) Fr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina nivalis",4854,3068,2630,2076
"Sagina nodosa","Sagina nodosa","Sagina nodosa","(L.) Fenzl","Accepted","Caryophyllaceae","Sagina nodosa","(L.) Fenzl",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina nodosa",46732,3301,228,30
"Sagina nodosa","Sagina nodosa","Sagina nodosa","(L.) E. Mey.","Synonym","Caryophyllaceae","Sagina nodosa","(L.) Fenzl",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina nodosa",46732,3301,228,30
"Sagina procumbens","Sagina procumbens","Sagina procumbens","L.","Accepted","Caryophyllaceae","Sagina procumbens","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina procumbens",267886,5292,233,58
"Sagina saginoides","Sagina saginoides","Sagina saginoides","(L.) H.Karst.","Accepted","Caryophyllaceae","Sagina saginoides","(L.) H.Karst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sagina saginoides",18699,5040,3640,1843
"Salix alaxensis","Salix alaxensis","Salix alaxensis","(Andersson) Coville","Accepted","Salicaceae","Salix alaxensis","(Andersson) Coville",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix alaxensis",2286,1371,1253,509
"Salix arbusculoides","Salix arbusculoides","Salix arbusculoides","Andersson","Accepted","Salicaceae","Salix arbusculoides","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix arbusculoides",1116,780,676,108
"Salix arctica","Salix arctica","Salix arctica","Pall.","Accepted","Salicaceae","Salix arctica","Pall.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix arctica",10105,6185,5249,3651
"Salix arctophila","Salix arctophila","Salix arctophila","Cockerell","Accepted","Salicaceae","Salix arctophila","Cockerell",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix arctophila",1501,771,756,509
"Salix chamissonis","Salix chamissonis","Salix chamissonis","Andersson","Accepted","Salicaceae","Salix chamissonis","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix chamissonis",549,218,214,162
"Salix fuscescens","Salix fuscescens Andersson","Salix fuscescens","Andersson","Accepted","Salicaceae","Salix fuscescens","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix fuscescens",1666,751,702,315
"Salix glauca","Salix glauca","Salix glauca","L.","Accepted","Salicaceae","Salix glauca","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix glauca",39465,7643,6950,1892
"Salix hastata","Salix hastata","Salix hastata","L.","Accepted","Salicaceae","Salix hastata","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix hastata",27937,5487,4344,1622
"Salix hastata","Salix hastata","Salix hastata","L.","Accepted","Salicaceae","Salix hastata","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix hastata",27937,5487,4344,1622
"Salix herbacea","Salix herbacea","Salix herbacea","L.","Accepted","Salicaceae","Salix herbacea","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix herbacea",62298,5050,4678,3132
"Salix lanata","Salix lanata","Salix lanata","L.","Accepted","Salicaceae","Salix lanata","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata",14357,7570,6742,2577
"Salix lanata","Salix lanata","Salix lanata","Vill.","Synonym","Salicaceae","Salix caprea","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata",14357,7570,6742,2577
"Salix lanata","Salix lanata","Salix lanata","L.","Accepted","Salicaceae","Salix lanata","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata",14357,7570,6742,2577
"Salix lanata","Salix lanata","Salix lanata","Vill.","Synonym","Salicaceae","Salix caprea","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata",14357,7570,6742,2577
"Salix lanata subsp. richardsonii","Salix lanata subsp. richardsonii","Salix lanata subsp. richardsonii","(Hook.) A.K.Skvortsov","Accepted","Salicaceae","Salix lanata subsp. richardsonii","(Hook.) A.K.Skvortsov",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lanata subsp. richardsonii",216,NA,NA,NA
"Salix lapponum","Salix lapponum","Salix lapponum","L.","Accepted","Salicaceae","Salix lapponum","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lapponum",54224,8626,7424,578
"Salix lapponum","Salix lapponum","Salix lapponum","Regel & Tiling","Synonym","Salicaceae","Salix alaxensis","(Andersson) Coville",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix lapponum",54224,8626,7424,578
"Salix myrsinites","Salix myrsinites","Salix myrsinites","L.","Accepted","Salicaceae","Salix myrsinites","L.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix myrsinites",13871,6902,6059,1384
"Salix myrsinites","Salix myrsinites","Salix myrsinites","Cham.","Synonym","Salicaceae","Salix chamissonis","Andersson",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix myrsinites",13871,6902,6059,1384
"Salix myrsinites","Salix myrsinites","Salix myrsinites","Hoffm.","Synonym","Salicaceae","Salix myrsinifolia","Salisb.",3,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix myrsinites",13871,6902,6059,1384
"Salix niphoclada","Salix niphoclada","Salix niphoclada","Rydb.","Accepted","Salicaceae","Salix niphoclada","Rydb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix niphoclada",1019,594,567,316
"Salix nivalis","Salix nivalis","Salix nivalis","Hook.","Accepted","Salicaceae","Salix nivalis","Hook.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix nivalis",1172,734,661,482
"Salix nummularia","Salix nummularia","Salix nummularia","Andersson","Accepted","Salicaceae","Salix nummularia","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix nummularia",997,517,466,327
"Salix ovalifolia","Salix ovalifolia","Salix ovalifolia","Trautv.","Accepted","Salicaceae","Salix ovalifolia","Trautv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix ovalifolia",612,266,260,228
"Salix pedicellaris","Salix pedicellaris","Salix pedicellaris","Pursh","Accepted","Salicaceae","Salix pedicellaris","Pursh",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix pedicellaris",2229,1517,409,61
"Salix petrophila","Salix petrophila","Salix petrophila","Rydb.","Accepted","Salicaceae","Salix petrophila","Rydb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix petrophila",838,526,500,260
"Salix phlebophylla","Salix phlebophylla","Salix phlebophylla","Andersson","Accepted","Salicaceae","Salix phlebophylla","Andersson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix phlebophylla",1053,507,490,351
"Salix phylicifolia","Salix phylicifolia","Salix phylicifolia","L.","Accepted","Salicaceae","Salix phylicifolia","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix phylicifolia",83604,8765,3902,182
"Salix phylicifolia","Salix phylicifolia","Salix phylicifolia","Wahlenb.","Synonym","Salicaceae","Salix myrsinifolia","Salisb.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix phylicifolia",83604,8765,3902,182
"Salix planifolia","Salix planifolia","Salix planifolia","Pursh","Accepted","Salicaceae","Salix planifolia","Pursh",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix planifolia",4216,2510,1885,630
"Salix polaris","Salix polaris","Salix polaris","Wahlenb.","Accepted","Salicaceae","Salix polaris","Wahlenb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix polaris",6743,3547,3436,2934
"Salix pulchra","Salix pulchra","Salix pulchra","Cham.","Accepted","Salicaceae","Salix pulchra","Cham.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix pulchra",3917,1871,1770,836
"Salix pulchra","Salix pulchra","Salix pulchra","Wimm. & Krause","Synonym","Salicaceae","Salix daphnoides","Vill.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix pulchra",3917,1871,1770,836
"Salix reticulata","Salix reticulata","Salix reticulata","L.","Accepted","Salicaceae","Salix reticulata","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix reticulata",36507,5182,4726,3164
"Salix retusa","Salix retusa","Salix retusa","L.","Accepted","Salicaceae","Salix retusa","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix retusa",24579,2540,2018,1632
"Salix retusa","Salix retusa","Salix retusa","Hook.","Synonym","Salicaceae","Salix phlebophylla","Andersson",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix retusa",24579,2540,2018,1632
"Salix rotundifolia","Salix rotundifolia","Salix rotundifolia","Trautv.","Accepted","Salicaceae","Salix rotundifolia","Trautv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix rotundifolia",966,509,478,392
"Salix uva-ursi","Salix uva-ursi","Salix uva-ursi","Pursh","Accepted","Salicaceae","Salix uva-ursi","Pursh",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix uva-ursi",1416,810,451,237
"Salix viminalis","Salix viminalis","Salix viminalis","L.","Accepted","Salicaceae","Salix viminalis","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Salix viminalis",110274,6438,100,6
"Sanguisorba canadensis","Sanguisorba canadensis","Sanguisorba canadensis","L.","Accepted","Rosaceae","Sanguisorba canadensis","L.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Sanguisorba canadensis",2814,1574,187,68
"Sanguisorba canadensis","Sanguisorba canadensis","Sanguisorba canadensis","Torr. & A.Gray","Unresolved","Rosaceae","Sanguisorba canadensis","Torr. & A.Gray",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Sanguisorba canadensis",2814,1574,187,68
"Sanguisorba canadensis","Sanguisorba canadensis","Sanguisorba canadensis","Cham. & Schltdl.","Unresolved","Rosaceae","Sanguisorba canadensis","Cham. & Schltdl.",3,TRUE,FALSE,FALSE,TRUE,FALSE,"Sanguisorba canadensis",2814,1574,187,68
"Sanionia uncinata","Sanionia uncinata","Sanionia uncinata","(Hedw.) Loeske","Accepted","Amblystegiaceae","Sanionia uncinata","(Hedw.) Loeske",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Sanionia uncinata",39184,6182,1629,704
"Saussurea alpina","Saussurea alpina","Saussurea alpina","(L.) DC.","Accepted","Compositae","Saussurea alpina","(L.) DC.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea alpina",42947,6773,5652,1669
"Saussurea angustifolia","Saussurea angustifolia","Saussurea angustifolia","(L.) DC.","Accepted","Compositae","Saussurea angustifolia","(L.) DC.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea angustifolia",1288,902,867,480
"Saussurea angustifolia var. viscida","Saussurea angustifolia var. viscida","Saussurea viscida","Hultén","Synonym","Compositae","Saussurea angustifolia var. viscida","(Hultén) S.L.Welsh",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Saussurea angustifolia var. viscida",44,NA,NA,NA
"Saussurea hieracioides","Saussurea hieracioides","Saussurea superba","J.Anthony","Unresolved","Compositae","Saussurea hieracioides","Hook.f.",1,FALSE,TRUE,FALSE,TRUE,FALSE,"Saussurea hieracioides",293,118,65,56
"Saussurea nigrescens","Saussurea nigrescens","Saussurea nigrescens","Maxim.","Accepted","Compositae","Saussurea nigrescens","Maxim.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea nigrescens",102,NA,NA,NA
"Saussurea tomentosa","Saussurea tomentosa","Saussurea tomentosa","Kom.","Accepted","Compositae","Saussurea tomentosa","Kom.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea tomentosa",190,NA,NA,NA
"Saussurea triangulata","Saussurea triangulata","Saussurea triangulata","Trautv. & C.A.Mey.","Accepted","Compositae","Saussurea triangulata","Trautv. & C.A.Mey.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Saussurea triangulata",286,NA,NA,NA
