"GBIF_name" "SCIENTIFIC_NAME" "AUTHOR" "STATUS" "FAMILY" "ACCEPTED_SPECIES" "ACCEPTED_AUTHOR" "n_sci" "one_is_acc" "all_unresolved" "just_one_syn" "one_is_un" "non_vasc_typo" "SPECIES_NAME" "ITEX_name" "n_occ"
"Primula algida" "Primula algida" "Adams" "Accepted" "Primulaceae" "Primula algida" "Adams" 1 TRUE FALSE FALSE FALSE FALSE "Primula algida" "Primula algida" 968
"Primula angustifolia" "Primula angustifolia" "Torr." "Accepted" "Primulaceae" "Primula angustifolia" "Torr." 1 TRUE FALSE FALSE FALSE FALSE "Primula angustifolia" "Primula angustifolia" 714
"Primula cuneifolia" "Primula cuneifolia" "Ledeb." "Accepted" "Primulaceae" "Primula cuneifolia" "Ledeb." 1 TRUE FALSE FALSE FALSE FALSE "Primula cuneifolia" "Primula cuneifolia" 1373
"Primula glutinosa" "Primula glutinosa" "Wulfen" "Accepted" "Primulaceae" "Primula glutinosa" "Wulfen" 1 TRUE FALSE FALSE FALSE FALSE "Primula glutinosa" "Primula glutinosa" 2884
"Primula integrifolia" "Primula integrifolia" "L." "Accepted" "Primulaceae" "Primula integrifolia" "L." 1 TRUE FALSE FALSE FALSE FALSE "Primula integrifolia" "Primula integrifolia" 8848
"Primula parryi" "Primula parryi" "A. Gray" "Accepted" "Primulaceae" "Primula parryi" "A. Gray" 1 TRUE FALSE FALSE FALSE FALSE "Primula parryi" "Primula parryi" 2037
"Primula ruprechtii" "Primula ruprechtii" "Kusn. ex Lipsky" "Unresolved" "Primulaceae" "Primula ruprechtii" "Kusn. ex Lipsky" 2 FALSE TRUE FALSE TRUE FALSE "Primula ruprechtii" "Primula ruprechtii" 138
"Primula ruprechtii" "Primula ruprechtii" "Kusn." "Unresolved" "Primulaceae" "Primula ruprechtii" "Kusn." 2 FALSE TRUE FALSE TRUE FALSE "Primula ruprechtii" "Primula ruprechtii" 138
"Primula scandinavica" "Primula scandinavica" "Brunn" "Accepted" "Primulaceae" "Primula scandinavica" "Brunn" 1 TRUE FALSE FALSE FALSE FALSE "Primula scandinavica" "Primula scandinavica" 4361
"Prostanthera cuneata" "Prostanthera cuneata" "Benth." "Accepted" "Lamiaceae" "Prostanthera cuneata" "Benth." 1 TRUE FALSE FALSE FALSE FALSE "Prostanthera cuneata" "Prostanthera cuneata" 1653
"Prunella vulgaris" "Prunella vulgaris" "L." "Accepted" "Lamiaceae" "Prunella vulgaris" "L." 1 TRUE FALSE FALSE FALSE FALSE "Prunella vulgaris" "Prunella vulgaris" 892719
"Psephellus caucasicus" "Aetheopappus caucasicus" "Sosn." "Synonym" "Compositae" "Psephellus caucasicus" "(Sosn.) Greuter" 1 FALSE FALSE TRUE FALSE FALSE "Psephellus caucasicus" "Psephellus caucasicus" 154
"Pseudocalliergon brevifolium" "Pseudocalliergon brevifolium" "(Lindb.) Hedenäs" "Accepted" "Amblystegiaceae" "Pseudocalliergon brevifolium" "(Lindb.) Hedenäs" 1 TRUE FALSE FALSE FALSE FALSE "Pseudocalliergon brevifolium" "Pseudocalliergon brevifolium" 91
"Pseudocalliergon trifarium" "Pseudocalliergon trifarium" "(F. Weber & D. Mohr) Loeske" "Accepted" "Amblystegiaceae" "Pseudocalliergon trifarium" "(F. Weber & D. Mohr) Loeske" 1 TRUE FALSE FALSE FALSE FALSE "Pseudocalliergon trifarium" "Pseudocalliergon trifarium" 561
"Pseudorchis albida" "Pseudorchis albida" "(L.) Á.Löve & D.Löve" "Accepted" "Orchidaceae" "Pseudorchis albida" "(L.) Á.Löve & D.Löve" 1 TRUE FALSE FALSE FALSE FALSE "Pseudorchis albida" "Pseudorchis albida" 39284
"Ptilagrostis malyschevii" "Ptilagrostis mongholica var. barbellata" "(Roshev.) Roshev." "Unresolved" "Poaceae" "Ptilagrostis malyschevii" "Tzvelev" 1 FALSE TRUE FALSE TRUE FALSE "Ptilagrostis malyschevii" "Ptilagrostis malyschevii" 39
"Ptilidium ciliare" "Ptilidium ciliare" "(L.) Hampe" "Accepted" "Ptilidiaceae" "Ptilidium ciliare" "(L.) Hampe" 1 TRUE FALSE FALSE FALSE FALSE "Ptilidium ciliare" "Ptilidium ciliare" 25082
"Ptilium crista-castrensis" "Ptilium crista-castrensis" "(Hedw.) De Not." "Accepted" "Hypnaceae" "Ptilium crista-castrensis" "(Hedw.) De Not." 1 TRUE FALSE FALSE FALSE FALSE "Ptilium crista-castrensis" "Ptilium crista-castrensis" 37039
"Ptychostomum capillare" "Ptychostomum capillare" "(Hedw.) D. T. Holyoak & N. Pedersen" "Accepted" "Bryaceae" "Ptychostomum capillare" "(Hedw.) D. T. Holyoak & N. Pedersen" 1 TRUE FALSE FALSE FALSE FALSE "Ptychostomum capillare" "Ptychostomum capillare" 18089
"Ptychostomum pendulum" "Ptychostomum pendulum" "Hornsch." "Accepted" "Bryaceae" "Ptychostomum pendulum" "Hornsch." 1 TRUE FALSE FALSE FALSE FALSE "Ptychostomum pendulum" "Ptychostomum pendulum" 79
"Puccinellia phryganodes" "Puccinellia phryganodes" "(Trin.) Scribn. & Merr." "Accepted" "Poaceae" "Puccinellia phryganodes" "(Trin.) Scribn. & Merr." 1 TRUE FALSE FALSE FALSE FALSE "Puccinellia phryganodes" "Puccinellia phryganodes" 2075
"Pyrola grandiflora" "Pyrola grandiflora" "Radius" "Accepted" "Ericaceae" "Pyrola grandiflora" "Radius" 1 TRUE FALSE FALSE FALSE FALSE "Pyrola grandiflora" "Pyrola grandiflora" 2673
"Pyrola minor" "Pyrola minor" "L." "Accepted" "Ericaceae" "Pyrola minor" "L." 1 TRUE FALSE FALSE FALSE FALSE "Pyrola minor" "Pyrola minor" 98423
"Pyrola norvegica" "Pyrola norvegica" "Knaben" "Accepted" "Ericaceae" "Pyrola norvegica" "Knaben" 2 TRUE FALSE FALSE TRUE FALSE "Pyrola norvegica" "Pyrola norvegica" 184
"Pyrola norvegica" "Pyrola norvegica" "Knab." "Unresolved" "Ericaceae" "Pyrola norvegica" "Knab." 2 TRUE FALSE FALSE TRUE FALSE "Pyrola norvegica" "Pyrola norvegica" 184
"Pyrola rotundifolia" "Pyrola rotundifolia" "L." "Accepted" "Ericaceae" "Pyrola rotundifolia" "L." 1 TRUE FALSE FALSE FALSE FALSE "Pyrola rotundifolia" "Pyrola rotundifolia" 87432
"Racomitrium lanuginosum" "Racomitrium lanuginosum" "(Hedw.) Brid." "Accepted" "Grimmiaceae" "Racomitrium lanuginosum" "(Hedw.) Brid." 1 TRUE FALSE FALSE FALSE FALSE "Racomitrium lanuginosum" "Racomitrium lanuginosum" 35020
"Radula prolifera" "Radula prolifera" "S.W. Arnell" "Accepted" "Radulaceae" "Radula prolifera" "S.W. Arnell" 1 TRUE FALSE FALSE FALSE FALSE "Radula prolifera" "Radula prolifera" 437
"Ranunculus acris" "Ranunculus acris" "L." "Accepted" "Ranunculaceae" "Ranunculus acris" "L." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus acris" "Ranunculus acris" 1040529
"Ranunculus adoneus" "Ranunculus adoneus" "A. Gray" "Accepted" "Ranunculaceae" "Ranunculus adoneus" "A. Gray" 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus adoneus" "Ranunculus adoneus" 518
"Ranunculus borealis" "Ranunculus borealis" "Trautv." "Accepted" "Ranunculaceae" "Ranunculus borealis" "Trautv." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus borealis" "Ranunculus borealis" 384
"Ranunculus brotherusii" "Ranunculus brotherusii" "Freyn" "Accepted" "Ranunculaceae" "Ranunculus brotherusii" "Freyn" 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus brotherusii" "Ranunculus brotherusii" 1308
"Ranunculus hyperboreus" "Ranunculus hyperboreus" "Rottb." "Accepted" "Ranunculaceae" "Ranunculus hyperboreus" "Rottb." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus hyperboreus" "Ranunculus hyperboreus" 5290
"Ranunculus montanus" "Ranunculus montanus" "Willd." "Accepted" "Ranunculaceae" "Ranunculus montanus" "Willd." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus montanus" "Ranunculus montanus" 19961
"Ranunculus nivalis" "Ranunculus nivalis" "L." "Accepted" "Ranunculaceae" "Ranunculus nivalis" "L." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus nivalis" "Ranunculus nivalis" 6129
"Ranunculus oreophilus" "Ranunculus oreophilus" "M.Bieb." "Accepted" "Ranunculaceae" "Ranunculus oreophilus" "M.Bieb." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus oreophilus" "Ranunculus oreophilus" 67
"Ranunculus paishanensis" "Ranunculus japonicus var. monticola" "Kitag." "Unresolved" "Ranunculaceae" "Ranunculus acris var. monticola" "(Kitag.) Tamura" 1 FALSE TRUE FALSE TRUE FALSE "Ranunculus paishanensis" "Ranunculus paishanensis" 383
"Ranunculus pedatifidus subsp. affinis" "Ranunculus pedatifidus subsp. affinis" "(R.Br.) Hultén" "Accepted" "Ranunculaceae" "Ranunculus pedatifidus subsp. affinis" "(R.Br.) Hultén" 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus pedatifidus subsp. affinis" "Ranunculus pedatifidus subsp. affinis" 126
"Ranunculus pulchellus" "Ranunculus pulchellus" "C.A.Mey." "Accepted" "Ranunculaceae" "Ranunculus pulchellus" "C.A.Mey." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus pulchellus" "Ranunculus pulchellus" 463
"Ranunculus pygmaeus" "Ranunculus pygmaeus" "Wahlenb." "Accepted" "Ranunculaceae" "Ranunculus pygmaeus" "Wahlenb." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus pygmaeus" "Ranunculus pygmaeus" 7958
"Ranunculus sulphureus" "Ranunculus sulphureus" "Sol." "Accepted" "Ranunculaceae" "Ranunculus sulphureus" "Sol." 1 TRUE FALSE FALSE FALSE FALSE "Ranunculus sulphureus" "Ranunculus sulphureus" 2594
"Ranunculus victoriensis" "Ranunculus victoriensis" "B.G.Briggs" "Unresolved" "Ranunculaceae" "Ranunculus victoriensis" "B.G.Briggs" 1 FALSE TRUE FALSE TRUE FALSE "Ranunculus victoriensis" "Ranunculus victoriensis" 642
"Rhinanthus minor" "Rhinanthus minor" "L." "Accepted" "Orobanchaceae" "Rhinanthus minor" "L." 1 TRUE FALSE FALSE FALSE FALSE "Rhinanthus minor" "Rhinanthus minor" 251363
"Rhizomnium andrewsianum" "Rhizomnium andrewsianum" "(Steere) T.J. Kop." "Accepted" "Mniaceae" "Rhizomnium andrewsianum" "(Steere) T.J. Kop." 1 TRUE FALSE FALSE FALSE FALSE "Rhizomnium andrewsianum" "Rhizomnium andrewsianum" 471
"Rhizomnium pseudopunctatum" "Rhizomnium pseudopunctatum" "(Bruch & Schimp.) T.J. Kop." "Accepted" "Mniaceae" "Rhizomnium pseudopunctatum" "(Bruch & Schimp.) T.J. Kop." 1 TRUE FALSE FALSE FALSE FALSE "Rhizomnium pseudopunctatum" "Rhizomnium pseudopunctatum" 8586
"Rhodiola cretinii subsp. sinoalpina" "Rhodiola cretinii subsp. sinoalpina" "(Fröd. ex Hand.-Mazz.) H. Ohba" "Accepted" "Crassulaceae" "Rhodiola cretinii subsp. sinoalpina" "(Fröd. ex Hand.-Mazz.) H. Ohba" 1 TRUE FALSE FALSE FALSE FALSE "Rhodiola cretinii subsp. sinoalpina" "Rhodiola cretinii subsp. sinoalpina" 44
"Rhodiola integrifolia" "Rhodiola integrifolia" "Raf." "Accepted" "Crassulaceae" "Rhodiola integrifolia" "Raf." 1 TRUE FALSE FALSE FALSE FALSE "Rhodiola integrifolia" "Rhodiola integrifolia" 5832
"Rhodiola rhodantha" "Rhodiola rhodantha" "(A. Gray) H. Jacobsen" "Accepted" "Crassulaceae" "Rhodiola rhodantha" "(A. Gray) H. Jacobsen" 1 TRUE FALSE FALSE FALSE FALSE "Rhodiola rhodantha" "Rhodiola rhodantha" 2219
"Rhododendron aureum" "Rhododendron aureum" "Georgi" "Accepted" "Ericaceae" "Rhododendron aureum" "Georgi" 1 TRUE FALSE FALSE FALSE FALSE "Rhododendron aureum" "Rhododendron aureum" 2913
"Rhododendron camtschaticum" "Rhododendron camtschaticum" "Pall." "Accepted" "Ericaceae" "Rhododendron camtschaticum" "Pall." 1 TRUE FALSE FALSE FALSE FALSE "Rhododendron camtschaticum" "Rhododendron camtschaticum" 1080
"Rhododendron ferrugineum" "Rhododendron ferrugineum" "L." "Accepted" "Ericaceae" "Rhododendron ferrugineum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Rhododendron ferrugineum" "Rhododendron ferrugineum" 89033
"Rhododendron lapponicum" "Rhododendron lapponicum" "(L.) Wahlenb." "Accepted" "Ericaceae" "Rhododendron lapponicum" "(L.) Wahlenb." 1 TRUE FALSE FALSE FALSE FALSE "Rhododendron lapponicum" "Rhododendron lapponicum" 5412
"Rhytidiadelphus loreus" "Rhytidiadelphus loreus" "(Hedw.) Warnst." "Accepted" "Hylocomiaceae" "Rhytidiadelphus loreus" "(Hedw.) Warnst." 1 TRUE FALSE FALSE FALSE FALSE "Rhytidiadelphus loreus" "Rhytidiadelphus loreus" 56286
"Rhytidiadelphus squarrosus" "Rhytidiadelphus squarrosus" "(Hedw.) Warnst." "Accepted" "Hylocomiaceae" "Rhytidiadelphus squarrosus" "(Hedw.) Warnst." 1 TRUE FALSE FALSE FALSE FALSE "Rhytidiadelphus squarrosus" "Rhytidiadelphus squarrosus" 167389
"Rhytidium rugosum" "Rhytidium rugosum" "(Ehrh. ex Hedw.) Kindb." "Accepted" "Hylocomiaceae" "Rhytidium rugosum" "(Ehrh. ex Hedw.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Rhytidium rugosum" "Rhytidium rugosum" 12855
"Riccardia palmata" "Riccardia palmata" "(Hedw.) Carruth." "Accepted" "Aneuraceae" "Riccardia palmata" "(Hedw.) Carruth." 1 TRUE FALSE FALSE FALSE FALSE "Riccardia palmata" "Riccardia palmata" 7882
"Rubus arcticus" "Rubus arcticus" "L." "Accepted" "Rosaceae" "Rubus arcticus" "L." 2 TRUE FALSE FALSE TRUE FALSE "Rubus arcticus" "Rubus arcticus" 43819
"Rubus arcticus" "Rubus arcticus" "Card" "Unresolved" "Rosaceae" "Rubus arcticus" "Card" 2 TRUE FALSE FALSE TRUE FALSE "Rubus arcticus" "Rubus arcticus" 43819
"Rubus chamaemorus" "Rubus chamaemorus" "L." "Accepted" "Rosaceae" "Rubus chamaemorus" "L." 2 TRUE FALSE FALSE TRUE FALSE "Rubus chamaemorus" "Rubus chamaemorus" 111131
"Rubus chamaemorus" "Rubus chamaemorus" "Fisch. ex Ser." "Unresolved" "Rosaceae" "Rubus chamaemorus" "Fisch. ex Ser." 2 TRUE FALSE FALSE TRUE FALSE "Rubus chamaemorus" "Rubus chamaemorus" 111131
"Rumex acetosa" "Rumex acetosa" "L." "Accepted" "Polygonaceae" "Rumex acetosa" "L." 1 TRUE FALSE FALSE FALSE FALSE "Rumex acetosa" "Rumex acetosa" 1018231
"Rumex acetosella" "Rumex acetosella" "L." "Accepted" "Polygonaceae" "Rumex acetosella" "L." 1 TRUE FALSE FALSE FALSE FALSE "Rumex acetosella" "Rumex acetosella" 612120
"Rumex alpestris" "Rumex alpestris" "Jacq." "Accepted" "Polygonaceae" "Rumex alpestris" "Jacq." 1 TRUE FALSE FALSE FALSE FALSE "Rumex alpestris" "Rumex alpestris" 13221
"Rumex alpestris subsp. lapponicus" "Rumex alpestris subsp. lapponicus" "(Hiitonen) Jalas" "Accepted" "Polygonaceae" "Rumex alpestris subsp. lapponicus" "(Hiitonen) Jalas" 1 TRUE FALSE FALSE FALSE FALSE "Rumex alpestris subsp. lapponicus" "Rumex alpestris subsp. lapponicus" 219
"Rumex arcticus" "Rumex arcticus" "Trautv." "Synonym" "Polygonaceae" "Rumex aquaticus subsp. arcticus" "(Trautv.) Hiitonen" 1 FALSE FALSE TRUE FALSE FALSE "Rumex arcticus" "Rumex arcticus" 1294
"Saelania glaucescens" "Saelania glaucescens" "(Hedw.) Broth." "Accepted" "Ditrichaceae" "Saelania glaucescens" "(Hedw.) Broth." 1 TRUE FALSE FALSE FALSE FALSE "Saelania glaucescens" "Saelania glaucescens" 3435
"Sagina caespitosa" "Sagina caespitosa" "Lange" "Accepted" "Caryophyllaceae" "Sagina caespitosa" "Lange" 1 TRUE FALSE FALSE FALSE FALSE "Sagina caespitosa" "Sagina caespitosa" 1106
"Sagina nivalis" "Sagina intermedia" "Fenzl" "Synonym" "Caryophyllaceae" "Sagina nivalis" "(Lindblad) Fr." 1 FALSE FALSE TRUE FALSE FALSE "Sagina nivalis" "Sagina nivalis" 4854
"Sagina nivalis" "Sagina nivalis" "(Lindblad) Fr." "Accepted" "Caryophyllaceae" "Sagina nivalis" "(Lindblad) Fr." 1 TRUE FALSE FALSE FALSE FALSE "Sagina nivalis" "Sagina nivalis" 4854
"Sagina nodosa" "Sagina nodosa" "(L.) Fenzl" "Accepted" "Caryophyllaceae" "Sagina nodosa" "(L.) Fenzl" 2 TRUE FALSE FALSE FALSE FALSE "Sagina nodosa" "Sagina nodosa" 46732
"Sagina nodosa" "Sagina nodosa" "(L.) E. Mey." "Synonym" "Caryophyllaceae" "Sagina nodosa" "(L.) Fenzl" 2 TRUE FALSE FALSE FALSE FALSE "Sagina nodosa" "Sagina nodosa" 46732
"Sagina procumbens" "Sagina procumbens" "L." "Accepted" "Caryophyllaceae" "Sagina procumbens" "L." 1 TRUE FALSE FALSE FALSE FALSE "Sagina procumbens" "Sagina procumbens" 267886
"Sagina saginoides" "Sagina saginoides" "(L.) H.Karst." "Accepted" "Caryophyllaceae" "Sagina saginoides" "(L.) H.Karst." 1 TRUE FALSE FALSE FALSE FALSE "Sagina saginoides" "Sagina saginoides" 18699
"Salix alaxensis" "Salix alaxensis" "(Andersson) Coville" "Accepted" "Salicaceae" "Salix alaxensis" "(Andersson) Coville" 1 TRUE FALSE FALSE FALSE FALSE "Salix alaxensis" "Salix alaxensis" 2286
"Salix arbusculoides" "Salix arbusculoides" "Andersson" "Accepted" "Salicaceae" "Salix arbusculoides" "Andersson" 1 TRUE FALSE FALSE FALSE FALSE "Salix arbusculoides" "Salix arbusculoides" 1116
"Salix arctica" "Salix arctica" "Pall." "Accepted" "Salicaceae" "Salix arctica" "Pall." 1 TRUE FALSE FALSE FALSE FALSE "Salix arctica" "Salix arctica" 10105
"Salix arctophila" "Salix arctophila" "Cockerell" "Accepted" "Salicaceae" "Salix arctophila" "Cockerell" 1 TRUE FALSE FALSE FALSE FALSE "Salix arctophila" "Salix arctophila" 1501
"Salix chamissonis" "Salix chamissonis" "Andersson" "Accepted" "Salicaceae" "Salix chamissonis" "Andersson" 1 TRUE FALSE FALSE FALSE FALSE "Salix chamissonis" "Salix chamissonis" 549
"Salix fuscescens Andersson" "Salix fuscescens" "Andersson" "Accepted" "Salicaceae" "Salix fuscescens" "Andersson" 1 TRUE FALSE FALSE FALSE FALSE "Salix fuscescens" "Salix fuscescens" 1666
"Salix glauca" "Salix glauca" "L." "Accepted" "Salicaceae" "Salix glauca" "L." 1 TRUE FALSE FALSE FALSE FALSE "Salix glauca" "Salix glauca" 39465
"Salix hastata" "Salix hastata" "L." "Accepted" "Salicaceae" "Salix hastata" "L." 2 TRUE FALSE FALSE FALSE FALSE "Salix hastata" "Salix hastata" 27937
"Salix hastata" "Salix hastata" "L." "Accepted" "Salicaceae" "Salix hastata" "L." 2 TRUE FALSE FALSE FALSE FALSE "Salix hastata" "Salix hastata" 27937
"Salix herbacea" "Salix herbacea" "L." "Accepted" "Salicaceae" "Salix herbacea" "L." 1 TRUE FALSE FALSE FALSE FALSE "Salix herbacea" "Salix herbacea" 62298
"Salix lanata" "Salix lanata" "L." "Accepted" "Salicaceae" "Salix lanata" "L." 4 TRUE FALSE FALSE FALSE FALSE "Salix lanata" "Salix lanata" 14357
"Salix lanata" "Salix lanata" "Vill." "Synonym" "Salicaceae" "Salix caprea" "L." 4 TRUE FALSE FALSE FALSE FALSE "Salix lanata" "Salix lanata" 14357
"Salix lanata" "Salix lanata" "L." "Accepted" "Salicaceae" "Salix lanata" "L." 4 TRUE FALSE FALSE FALSE FALSE "Salix lanata" "Salix lanata" 14357
"Salix lanata" "Salix lanata" "Vill." "Synonym" "Salicaceae" "Salix caprea" "L." 4 TRUE FALSE FALSE FALSE FALSE "Salix lanata" "Salix lanata" 14357
"Salix lanata subsp. richardsonii" "Salix lanata subsp. richardsonii" "(Hook.) A.K.Skvortsov" "Accepted" "Salicaceae" "Salix lanata subsp. richardsonii" "(Hook.) A.K.Skvortsov" 1 TRUE FALSE FALSE FALSE FALSE "Salix lanata subsp. richardsonii" "Salix lanata subsp. richardsonii" 216
"Salix lapponum" "Salix lapponum" "L." "Accepted" "Salicaceae" "Salix lapponum" "L." 2 TRUE FALSE FALSE FALSE FALSE "Salix lapponum" "Salix lapponum" 54224
"Salix lapponum" "Salix lapponum" "Regel & Tiling" "Synonym" "Salicaceae" "Salix alaxensis" "(Andersson) Coville" 2 TRUE FALSE FALSE FALSE FALSE "Salix lapponum" "Salix lapponum" 54224
"Salix myrsinites" "Salix myrsinites" "L." "Accepted" "Salicaceae" "Salix myrsinites" "L." 3 TRUE FALSE FALSE FALSE FALSE "Salix myrsinites" "Salix myrsinites" 13871
"Salix myrsinites" "Salix myrsinites" "Cham." "Synonym" "Salicaceae" "Salix chamissonis" "Andersson" 3 TRUE FALSE FALSE FALSE FALSE "Salix myrsinites" "Salix myrsinites" 13871
"Salix myrsinites" "Salix myrsinites" "Hoffm." "Synonym" "Salicaceae" "Salix myrsinifolia" "Salisb." 3 TRUE FALSE FALSE FALSE FALSE "Salix myrsinites" "Salix myrsinites" 13871
"Salix niphoclada" "Salix niphoclada" "Rydb." "Accepted" "Salicaceae" "Salix niphoclada" "Rydb." 1 TRUE FALSE FALSE FALSE FALSE "Salix niphoclada" "Salix niphoclada" 1019
"Salix nivalis" "Salix nivalis" "Hook." "Accepted" "Salicaceae" "Salix nivalis" "Hook." 1 TRUE FALSE FALSE FALSE FALSE "Salix nivalis" "Salix nivalis" 1172
"Salix nummularia" "Salix nummularia" "Andersson" "Accepted" "Salicaceae" "Salix nummularia" "Andersson" 1 TRUE FALSE FALSE FALSE FALSE "Salix nummularia" "Salix nummularia" 997
"Salix ovalifolia" "Salix ovalifolia" "Trautv." "Accepted" "Salicaceae" "Salix ovalifolia" "Trautv." 1 TRUE FALSE FALSE FALSE FALSE "Salix ovalifolia" "Salix ovalifolia" 612
"Salix pedicellaris" "Salix pedicellaris" "Pursh" "Accepted" "Salicaceae" "Salix pedicellaris" "Pursh" 1 TRUE FALSE FALSE FALSE FALSE "Salix pedicellaris" "Salix pedicellaris" 2229
"Salix petrophila" "Salix petrophila" "Rydb." "Accepted" "Salicaceae" "Salix petrophila" "Rydb." 1 TRUE FALSE FALSE FALSE FALSE "Salix petrophila" "Salix petrophila" 838
"Salix phlebophylla" "Salix phlebophylla" "Andersson" "Accepted" "Salicaceae" "Salix phlebophylla" "Andersson" 1 TRUE FALSE FALSE FALSE FALSE "Salix phlebophylla" "Salix phlebophylla" 1053
"Salix phylicifolia" "Salix phylicifolia" "L." "Accepted" "Salicaceae" "Salix phylicifolia" "L." 2 TRUE FALSE FALSE FALSE FALSE "Salix phylicifolia" "Salix phylicifolia" 83604
"Salix phylicifolia" "Salix phylicifolia" "Wahlenb." "Synonym" "Salicaceae" "Salix myrsinifolia" "Salisb." 2 TRUE FALSE FALSE FALSE FALSE "Salix phylicifolia" "Salix phylicifolia" 83604
"Salix planifolia" "Salix planifolia" "Pursh" "Accepted" "Salicaceae" "Salix planifolia" "Pursh" 1 TRUE FALSE FALSE FALSE FALSE "Salix planifolia" "Salix planifolia" 4216
"Salix polaris" "Salix polaris" "Wahlenb." "Accepted" "Salicaceae" "Salix polaris" "Wahlenb." 1 TRUE FALSE FALSE FALSE FALSE "Salix polaris" "Salix polaris" 6743
"Salix pulchra" "Salix pulchra" "Cham." "Accepted" "Salicaceae" "Salix pulchra" "Cham." 2 TRUE FALSE FALSE FALSE FALSE "Salix pulchra" "Salix pulchra" 3917
"Salix pulchra" "Salix pulchra" "Wimm. & Krause" "Synonym" "Salicaceae" "Salix daphnoides" "Vill." 2 TRUE FALSE FALSE FALSE FALSE "Salix pulchra" "Salix pulchra" 3917
"Salix reticulata" "Salix reticulata" "L." "Accepted" "Salicaceae" "Salix reticulata" "L." 1 TRUE FALSE FALSE FALSE FALSE "Salix reticulata" "Salix reticulata" 36507
"Salix retusa" "Salix retusa" "L." "Accepted" "Salicaceae" "Salix retusa" "L." 2 TRUE FALSE FALSE FALSE FALSE "Salix retusa" "Salix retusa" 24579
"Salix retusa" "Salix retusa" "Hook." "Synonym" "Salicaceae" "Salix phlebophylla" "Andersson" 2 TRUE FALSE FALSE FALSE FALSE "Salix retusa" "Salix retusa" 24579
"Salix rotundifolia" "Salix rotundifolia" "Trautv." "Accepted" "Salicaceae" "Salix rotundifolia" "Trautv." 1 TRUE FALSE FALSE FALSE FALSE "Salix rotundifolia" "Salix rotundifolia" 966
"Salix uva-ursi" "Salix uva-ursi" "Pursh" "Accepted" "Salicaceae" "Salix uva-ursi" "Pursh" 1 TRUE FALSE FALSE FALSE FALSE "Salix uva-ursi" "Salix uva-ursi" 1416
"Salix viminalis" "Salix viminalis" "L." "Accepted" "Salicaceae" "Salix viminalis" "L." 1 TRUE FALSE FALSE FALSE FALSE "Salix viminalis" "Salix viminalis" 110274
"Sanguisorba canadensis" "Sanguisorba canadensis" "L." "Accepted" "Rosaceae" "Sanguisorba canadensis" "L." 3 TRUE FALSE FALSE TRUE FALSE "Sanguisorba canadensis" "Sanguisorba canadensis" 2814
"Sanguisorba canadensis" "Sanguisorba canadensis" "Torr. & A.Gray" "Unresolved" "Rosaceae" "Sanguisorba canadensis" "Torr. & A.Gray" 3 TRUE FALSE FALSE TRUE FALSE "Sanguisorba canadensis" "Sanguisorba canadensis" 2814
"Sanguisorba canadensis" "Sanguisorba canadensis" "Cham. & Schltdl." "Unresolved" "Rosaceae" "Sanguisorba canadensis" "Cham. & Schltdl." 3 TRUE FALSE FALSE TRUE FALSE "Sanguisorba canadensis" "Sanguisorba canadensis" 2814
"Sanionia uncinata" "Sanionia uncinata" "(Hedw.) Loeske" "Accepted" "Amblystegiaceae" "Sanionia uncinata" "(Hedw.) Loeske" 1 TRUE FALSE FALSE FALSE FALSE "Sanionia uncinata" "Sanionia uncinata" 39184
"Saussurea alpina" "Saussurea alpina" "(L.) DC." "Accepted" "Compositae" "Saussurea alpina" "(L.) DC." 1 TRUE FALSE FALSE FALSE FALSE "Saussurea alpina" "Saussurea alpina" 42947
"Saussurea angustifolia" "Saussurea angustifolia" "(L.) DC." "Accepted" "Compositae" "Saussurea angustifolia" "(L.) DC." 1 TRUE FALSE FALSE FALSE FALSE "Saussurea angustifolia" "Saussurea angustifolia" 1288
"Saussurea angustifolia var. viscida" "Saussurea viscida" "Hultén" "Synonym" "Compositae" "Saussurea angustifolia var. viscida" "(Hultén) S.L.Welsh" 1 FALSE FALSE TRUE FALSE FALSE "Saussurea angustifolia var. viscida" "Saussurea angustifolia var. viscida" 44
"Saussurea hieracioides" "Saussurea superba" "J.Anthony" "Unresolved" "Compositae" "Saussurea hieracioides" "Hook.f." 1 FALSE TRUE FALSE TRUE FALSE "Saussurea hieracioides" "Saussurea hieracioides" 293
"Saussurea nigrescens" "Saussurea nigrescens" "Maxim." "Accepted" "Compositae" "Saussurea nigrescens" "Maxim." 1 TRUE FALSE FALSE FALSE FALSE "Saussurea nigrescens" "Saussurea nigrescens" 102
